Timestamp,PID,ProcessName,VRAM_Used_MB,Power_W,GPU_Util_%,Temp_C,Fan_%,CoreClk_MHz,MemClk_MHz,PCIe_RX_MBs,PCIe_TX_MBs,Kernels_Count,Duration_Mean_ns,Duration_StdDev_ns,Theoretical_Occupancy_%,MemCpy_Count
22:18:24,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,2.865,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:24,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.865,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:24,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.865,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:24,28920,"Unknown",0,2.865,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:40,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,2.923,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:40,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.923,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:40,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.923,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:40,28920,"Unknown",0,2.923,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:56,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,2.882,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:56,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.882,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:56,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.882,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:18:56,28920,"Unknown",0,2.882,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:12,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,3.157,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:12,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,3.157,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:12,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,3.157,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:12,28920,"Unknown",0,3.157,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:28,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,2.916,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:28,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.916,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:28,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.916,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:28,28920,"Unknown",0,2.916,0,43,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:44,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,2.943,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:44,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.943,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:44,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.943,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:19:44,28920,"Unknown",0,2.943,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:01,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,3.088,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:01,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,3.088,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:01,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,3.088,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:01,28920,"Unknown",0,3.088,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:17,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,2.999,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:17,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.999,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:17,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.999,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:17,28920,"Unknown",0,2.999,0,42,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:33,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,2.893,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:33,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.893,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:33,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.893,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:33,28920,"Unknown",0,2.893,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:50,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,2.834,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:50,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.834,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:50,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.834,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:20:50,28920,"Unknown",0,2.834,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:21:06,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,3.157,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:21:06,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,3.157,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:21:06,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,3.157,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:21:06,28920,"Unknown",0,3.157,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:21:22,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",0,2.878,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:21:22,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.878,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:21:22,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",0,2.878,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
22:21:22,28920,"Unknown",0,2.878,0,41,0,300,405,0,0,0,0.00,0.00,0.00,0
