Timestamp,PID,ProcessName,VRAM_Used_MB,Power_W,GPU_Util_%,Temp_C,Fan_%,CoreClk_MHz,MemClk_MHz,PCIe_RX_MBs,PCIe_TX_MBs,Kernels_Count,Duration_Mean_ns,Duration_StdDev_ns,Theoretical_Occupancy_%,MemCpy_Count
TIME,14940,"WsaClient.exe",17592186044415,3.878,0,48,526,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.878,0,48,526,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.878,0,48,526,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.878,0,48,526,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.878,0,48,526,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.846,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.846,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.846,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.846,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.846,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.848,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.848,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.848,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.848,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.848,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.907,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.907,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.907,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.907,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.907,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.761,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.761,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.761,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.761,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.761,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.912,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.912,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.912,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.912,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.912,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.95,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.95,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.95,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.95,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.95,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.61,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.61,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.61,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.61,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.61,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.969,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.969,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.969,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.969,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.969,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.805,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.805,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.805,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.805,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.805,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.8,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.8,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.8,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.8,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.8,0,48,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.716,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.716,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.716,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.716,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.716,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.872,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.872,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.872,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.872,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.872,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,14940,"WsaClient.exe",17592186044415,3.851,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,24960,"brave.exe",17592186044415,3.851,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,34036,"brave.exe",17592186044415,3.851,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,28920,"Unknown",17592186044415,3.851,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
TIME,25936,"javaw.exe",17592186044415,3.851,0,47,1717986918,300,405,0,0,0,0.00,0.00,0.00,0
